view,part,date,old_name,new_name,class_id,new_id,train,train_idx_aligned
right,,Apr2003,2655_Malcolm right 2_Apr2003.jpg,1495.jpg,392,244,True,194
left,,Apr2009,1868_Ismene I left side_Apr2009.jpg,1496.jpg,175,76,True,57
left,,12Oct2016,4428_Inessa I left head_12Oct2016.jpg,1497.jpg,41,261,True,210
right,,Sep2010,1439_Freda I right_Sep2010.jpg,1498.jpg,518,353,True,283
left,,25Feb2015,842_Chloe I left head_25Feb2015.jpg,1500.jpg,243,138,True,109
right,,Oct2010,3412_Phaedra II right side_Oct2010.jpg,1501.jpg,404,256,True,205
left,,Jan2003,1233_Elodie I left_Jan2003.jpg,1502.jpg,5,339,False,-1
right,,18Jan2016,1123_Dorcas I right side_18Jan2016.jpg,1503.jpg,448,291,True,236
right,,10Jul2016,3134_Nath right head_10Jul2016.jpg,1504.jpg,381,233,True,183
left,,Jul2006,2602_MaddyI leftside_Jul2006.jpg,1505.jpg,168,70,True,51
left,,29Apr2016,1775_Hortense II left side_29Apr2016.jpg,1506.jpg,195,95,True,72
left,,22Jan2016,1867_Ishmael left_22Jan2016.jpg,1507.jpg,98,420,False,-1
left,,Oct2004,102_Ailanthie II left_Oct2004.jpg,1508.jpg,214,116,False,-1
left,head,May2010,1248_Emma I lefthead_May2010.jpg,1509.jpg,70,397,True,319
left,,21Sep2015,2841_Medina IIa left side_21Sep2015.jpg,1511.jpg,227,126,False,-1
left,,Oct2009,2164_Kepler left side_Oct2009.jpg,1512.jpg,157,60,True,43
right,,12Jan2015,2671_Mar I right side_12Jan2015.jpg,1513.jpg,288,167,False,-1
left,,,405_Asterix left sideOct2008.jpg,1514.jpg,130,34,False,-1
left,,Dec2004,3412_Phaedra II left_Dec2004.jpg,1515.jpg,128,31,True,22
right,,Nov2010,3470_Pom rightside_Nov2010.jpg,1516.jpg,373,227,True,179
right,,14Jul2016,1084_Diana V right head_14Jul2016.jpg,1518.jpg,468,310,True,253
left,,Dec2004,770_Caught I left side_Dec2004.jpg,1520.jpg,179,80,True,59
left,,20Jan2016,1436_Franco left_20Jan2016.jpg,1521.jpg,90,412,True,330
right,,Nov2010,2498_Lisandra I right head_Nov2010.jpg,1522.jpg,469,311,True,254
left,head,Feb2011,3012_Mokoko lefthead_Feb2011.jpg,1523.jpg,89,410,False,-1
right,,4Nov2015,4428_Inessa I right side_4Nov2015.jpg,1524.jpg,317,189,True,145
right,,4Feb2016,569_Bette II right side_4Feb2016.jpg,1525.jpg,324,193,True,149
left,,Jul2008,1997_Joel left_Jul2008.jpg,1527.jpg,101,3,True,2
left,,10Mar2016,1086_Diana VII left head_10Mar2016.jpg,1528.jpg,274,158,True,125
left,,Oct2010,843_Chloe II left side_Oct2010.jpg,1529.jpg,190,91,True,68
left,,Sep2004,2602_Maddy I left_Sep2004.jpg,1530.jpg,168,70,True,51
right,,22Dec2014,5061_Ibrahim  right side_22Dec2014.jpg,1531.jpg,395,247,True,196
left,,8Sep2016,1009_Cyrille I left side_8Sep2016.jpg,1532.jpg,182,84,False,-1
left,,May2004,1450_Freddy left_May2004.jpg,1533.jpg,154,57,True,40
right,,May2010,2779_Matoma I rightside_May2010.jpg,1535.jpg,516,351,False,-1
left,,12Dec2014,773_Caught II left side_12Dec2014.jpg,1536.jpg,34,204,True,157
right,,21Sep2006,3387_Pepa I right side_21Sep2006.jpg,1537.jpg,501,342,False,-1
left,,Dec2011,3409_Petronella I leftside_Dec2011.jpg,1539.jpg,169,71,True,52
left,,26Jul2015,2655_Malcolm left side_26Jul2015.jpg,1541.jpg,116,18,True,13
right,,Feb2003,3809_Sharif right_Feb2003.jpg,1542.jpg,364,217,True,170
left,,May2010,3436_Phyllis IV leftside_May2010.jpg,1543.jpg,208,109,True,84
left,,Feb2010,4088_Thelma II left side_Feb2010.jpg,1544.jpg,21,111,True,86
right,,Jul2009,565_Beta I right side_Jul2009.jpg,1545.jpg,485,326,True,267
left,,Jan2011,2125_Kamra I leftside_Jan2011.jpg,1546.jpg,29,169,False,-1
left,,Mar2003,4088_Thelma II left_Mar2003.jpg,1547.jpg,21,111,True,86
right,,22Dec2014,2350_Larina I right side_22Dec2014.jpg,1548.jpg,302,180,False,-1
right,,May2011,866_Clarice I rightside_May2011.jpg,1549.jpg,535,369,True,295
left,,May2006,2380_Lazarus left_May2006.jpg,1550.jpg,138,41,True,28
left,,8Apr2016,1183_Sirana I left side_8Apr2016.jpg,1552.jpg,15,52,True,37
left,,May2008,2681_Maren left head_May2008.jpg,1553.jpg,158,61,True,44
left,,Nov2009,435_Aurora II left_Nov2009.jpg,1554.jpg,210,112,True,87
left,,7Mar2015,4265_Viola I left head_7Mar2015.jpg,1555.jpg,62,389,True,313
left,,1July2016,3384_Penelope VI left head_1July2016.jpg,1556.jpg,203,105,True,80
left,,17Nov2016,5901_Walker left side_17Nov2016.jpg,1557.jpg,155,58,True,41
left,,Jan2011,405_Asterix leftside_Jan2011.jpg,1558.jpg,130,34,False,-1
left,,12Aug2015,3817_Sheena III left head_12Aug2015.jpg,1559.jpg,263,152,True,121
left,,May2010,281_Anemone IV left side_May2010.jpg,1560.jpg,228,127,False,-1
right,,May2008,818_Chelsea II right side_May2008.jpg,1561.jpg,278,162,True,128
right,,23Oct2015,2602_Maddy I right_23Oct2015.jpg,1562.jpg,444,287,False,-1
right,,18Jul2015,569_Bette II right side_18Jul2015.jpg,1563.jpg,324,193,True,149
left,,May2008,3747_Sappho III left_May2008.jpg,1565.jpg,11,12,True,10
left,,Jan2003,1673_Halo I left_Jan2003.jpg,1568.jpg,167,69,False,-1
left,,Sep2003,3766_Sasha IV left 2_Sep2003.jpg,1569.jpg,120,23,False,-1
left,,Sep2003,951_Creusa I left_Sep2003.jpg,1571.jpg,215,117,True,91
right,,22Dec2014,923_Conrad right side_22Dec2014.jpg,1572.jpg,415,266,True,215
left,,Jan2008,3470_Pom left side_Jan2008.jpg,1573.jpg,97,419,True,335
right,,2Feb2015,1867_Ishmael right side_2Feb2015.jpg,1574.jpg,374,228,True,180
left,,21Jan2015,3809_Sharif left side_21Jan2015.jpg,1576.jpg,88,409,True,328
left,,Jan2010,977_Triple Bite left side_Jan2010.jpg,1577.jpg,102,4,True,3
right,,Dec2009,3470_Pom right side_Dec2009.jpg,1578.jpg,373,227,True,179
left,,21Jul2015,3346_Pansey left head_21Jul2015.jpg,1579.jpg,218,119,True,93
left,,Apr2004,736_Carissa I left_Apr2004.jpg,1580.jpg,177,78,True,58
left,,Mar2003,1975_Jill I left_Mar2003.jpg,1581.jpg,213,115,True,90
left,,Apr2003,4088_Thelma II 2 left_Apr2003.jpg,1582.jpg,21,111,True,86
right,,Dec2002,637_Bottom right_Dec2002.jpg,1583.jpg,372,226,True,178
right,,Apr2004,145_Alika I right_Apr2004.jpg,1584.jpg,497,337,False,-1
right,,Dec2010,2585_Luther right_Dec2010.jpg,1585.jpg,387,239,True,189
right,,30Dec2014,2944_Miles right side_30Dec2014.jpg,1586.jpg,408,259,True,208
right,,Aug2004,3329_Paloma I right_Aug2004.jpg,1587.jpg,538,371,True,297
left,,12Apr2016,5137_Munshi left head_12Apr2016.jpg,1588.jpg,160,63,True,45
left,,Dec2002,2408_Leeanne II left_Dec2002.jpg,1589.jpg,67,393,True,315
left,,May2008,2681_Maren 2 left head_May2008.jpg,1590.jpg,158,61,True,44
left,,Feb2004,251_Anatole left_Feb2004.jpg,1591.jpg,137,40,True,27
left,,16Jan2016,5778_Jamie musth left_16Jan2016.jpg,1592.jpg,135,38,True,25
left,,25Dec2014,2655_Malcolm left side_25Dec2014.jpg,1594.jpg,116,18,True,13
left,,27Jan2013,3897_Stasny left side_27Jan2013.jpg,1595.jpg,94,416,True,333
right,,2Jan2015,1945_Jayme I right side_2Jan2015.jpg,1596.jpg,529,363,True,292
left,,1Sep2015,654_Brice left head_1Sep2015.jpg,1597.jpg,112,15,False,-1
right,,Nov2010,4428_Inessa I rightside_Nov2010.jpg,1599.jpg,317,189,True,145
left,,25Feb2015,3252_Oko I left head_25Feb2015.jpg,1600.jpg,10,1,False,-1
left,,25Jan2016,1732_Hedia I left side_25Jan2016.jpg,1601.jpg,269,155,True,123
left,,May2010,145_Alika I left side_May2010.jpg,1602.jpg,221,122,True,96
right,,Nov2010,951_Creusa I rightside_Nov2010.jpg,1603.jpg,491,332,False,-1
left,,Oct2010,1613_Grover left_Oct2010.jpg,1604.jpg,92,414,False,-1
right,,13Aug2016,459_Azora I right side_13Aug2016.jpg,1605.jpg,284,165,True,131
left,,12Jan2016,1732_Hedia I left side_12Jan2016.jpg,1606.jpg,269,155,True,123
left,,Nov2008,3061_Morton left side_Nov2008.jpg,1607.jpg,125,28,False,-1
left,,Jan2008,2675_Maralla II left_Jan2008.jpg,1608.jpg,30,178,True,138
left,,19Feb2016,2723_Marlena I left head_19Feb2016.jpg,1609.jpg,25,141,True,112
left,,Sep2010,647_Boz leftside_Sep2010.jpg,1610.jpg,99,421,True,336
right,,May2009,1577_Gonya V right_May2009.jpg,1611.jpg,309,186,True,142
left,,Oct2008,2380_Lazarus left_Oct2008.jpg,1612.jpg,138,41,True,28
left,,15Dec2015,1469_Gabin left_15Dec2015.jpg,1614.jpg,141,45,True,30
left,,Apr2009,1576_Gonya IV left_Apr2009.jpg,1615.jpg,63,390,True,314
left,,25Feb2016,736_Carissa I left_25Feb2016.jpg,1616.jpg,177,78,True,58
right,,25Aug2015,3045_Morgana I right side_25Aug2015.jpg,1617.jpg,337,202,False,-1
right,,Nov2010,52_Aethra I right side_Nov2010.jpg,1619.jpg,462,305,True,248
left,,12Sep2015,3012_Mokoko left side_12Sep2015.jpg,1621.jpg,89,410,False,-1
left,,May2010,818_Chelsea II leftside_May2010.jpg,1622.jpg,2,100,True,75
left,,Sep2003,1772_Hortense I left 2_Sep2003.jpg,1624.jpg,178,79,False,-1
right,,10Jan2015,1211_Corrado right head_10Jan2015.jpg,1625.jpg,402,254,True,203
left,,3Apr2016,1797_Hulda I left head_3Apr2016.jpg,1626.jpg,76,400,True,322
right,,28Dec2014,2559_Lucrece I right head_28Dec2014.jpg,1627.jpg,279,163,True,129
right,,Nov2010,4246_Vicky II rightside_Nov2010.jpg,1628.jpg,500,341,False,-1
left,,7Mar2016,818_Chelsea II left head_7Mar2016.jpg,1629.jpg,2,100,True,75
right,,Jan2009,637_Bottom right_Jan2009.jpg,1630.jpg,372,226,True,178
right,,Nov2010,348_April II right_Nov2010.jpg,1631.jpg,307,184,True,141
right,,Oct2004,3412_Phaedra II right_Oct2004.jpg,1632.jpg,404,256,True,205
right,,19Apr2016,6091_Ariel IV(II) right side_19Apr2016.jpg,1633.jpg,481,323,True,265
right,,Nov2010,2498_Lisandra I right_Nov2010.jpg,1634.jpg,469,311,True,254
right,,May2008,3746_Sappho II right head_May2008.jpg,1636.jpg,383,235,True,185
left,,Nov2010,3746_Sappho II leftside_Nov2010.jpg,1637.jpg,107,9,False,-1
right,,11,459_Azora I right side_11.jpg,1638.jpg,284,165,True,131
left,,Feb2003,1223_Eli left_Feb2003.jpg,1639.jpg,148,50,True,35
left,,31Aug2015,1396_Fern I left side_31Aug2015.jpg,1640.jpg,241,137,True,108
left,,14Nov2014,145_Alika I left head_14Nov2014.jpg,1641.jpg,221,122,True,96
right,,Nov2010,3746_Sappho II right_Nov2010.jpg,1642.jpg,383,235,True,185
right,,,1673_Halo I right.jpg,1643.jpg,443,286,True,232
right,,Oct2010,1248_Emma I right side_Oct2010.jpg,1644.jpg,346,208,True,161
right,,6Apr2016,5137_Munshi right side_6Apr2016.jpg,1645.jpg,436,281,True,228
right,head,Nov2010,4339_Ysole I righthead_Nov2010.jpg,1646.jpg,296,174,True,135
right,,May2010,28_Aaron right side_May2010.jpg,1647.jpg,437,282,True,229
left,,Dec2008,3746_Sappho II left side_Dec2008.jpg,1649.jpg,107,9,False,-1
right,head,Apr2011,992_Cybele I righthead_Apr2011.jpg,1650.jpg,461,304,True,247
left,,30Jul2015,2577_Luk left head_30Jul2015.jpg,1651.jpg,164,67,True,49
right,,22Oct2015,4339_Ysole I right side_22Oct2015.jpg,1652.jpg,296,174,True,135
right,,Dec2004,5061_Ibrahim right head 3_Dec2004.jpg,1654.jpg,395,247,True,196
right,,Nov2010,24_7th Tuskless III right head_Nov2010.jpg,1655.jpg,495,335,True,274
right,,Dec2010,276_Basil right_Dec2010.jpg,1657.jpg,371,225,True,177
right,,Feb2008,1888_Jackie II right side_Feb2008.jpg,1658.jpg,385,237,True,187
left,,1Mar2016,3061_Morton left head_1Mar2016.jpg,1659.jpg,125,28,False,-1
right,,21Jul2015,567_Beta III right side_21Jul2015.jpg,1660.jpg,544,377,True,302
left,,11Apr2016,4048_Terra II left side_11Apr2016.jpg,1661.jpg,162,65,True,47
left,,Apr2003,4088_Thelma II left 2_Apr2003.jpg,1664.jpg,21,111,True,86
right,,Dec2004,647_Boz right side_Dec2004.jpg,1665.jpg,375,229,True,181
left,, Nov2010,2655_Malcolm left_ Nov2010.jpg,1666.jpg,116,18,True,13
right,,Jan2011,866_Clarice I rightside_Jan2011.jpg,1667.jpg,535,369,True,295
right,,Feb2010,3747_Sappho III right side_Feb2010.jpg,1668.jpg,287,166,False,-1
right,,11Aug2015,611_Bogota I right head_11Aug2015.jpg,1669.jpg,547,379,True,304
right,,May2010,866_Clarice I rightside_May2010.jpg,1670.jpg,535,369,True,295
left,,May2010,2791_Maureen I leftside_May2010.jpg,1671.jpg,37,223,True,175
left,,May2009,992_Cybele I left side_May2009.jpg,1672.jpg,185,86,True,64
left,,Oct2010,3346_Pansey I left side_Oct2010.jpg,1673.jpg,218,119,True,93
right,,Nov2003,3898_STE I right_Nov2003.jpg,1674.jpg,476,318,True,260
right,,Mar2010,1867_Ishmael right side_Mar2010.jpg,1675.jpg,374,228,True,180
right,,Mar2010,2164_Kepler right side_Mar2010.jpg,1676.jpg,433,278,True,226
left,,Jan2009,2999_Miura left_Jan2009.jpg,1677.jpg,142,46,True,31
left,,Apr2009,2844_Medina IIb left_Apr2009.jpg,1678.jpg,180,82,True,61
left,,May2003,4054_Tess II left_May2003.jpg,1680.jpg,83,407,True,327
left,,Jul2009,2681_Maren left_Jul2009.jpg,1681.jpg,158,61,True,44
right,,18Jan2015,3134_Nath right_18Jan2015.jpg,1682.jpg,381,233,True,183
left,,Dec2002,28_Aaron left side_Dec2002.jpg,1683.jpg,161,64,True,46
left,,Feb2003,1469_Gabin left_Feb2003.jpg,1684.jpg,141,45,True,30
right,,Dec2006,647_Boz right side_Dec2006.jpg,1685.jpg,375,229,True,181
left,,Feb2004,2241_Khysie I 2 left_Feb2004.jpg,1686.jpg,24,135,False,-1
left,,May2008,2779_Matoma I 3 left side_May2008.jpg,1687.jpg,240,136,True,107
left,,25Jan2016,1732_Hedia I left head_25Jan2016.jpg,1688.jpg,269,155,True,123
right,,Jan2008,654_Brice right_Jan2008.jpg,1689.jpg,388,240,True,190
left,head,Feb2011,4030_Taylor lefthead_Feb2011.jpg,1690.jpg,207,108,True,83
left,,Apr2009,3766_Sasha IV left side_Apr2009.jpg,1691.jpg,120,23,False,-1
left,,Jan2009,3637_Ridley left_Jan2009.jpg,1692.jpg,127,30,True,21
left,,May2011,1673_Halo I leftside_May2011.jpg,1693.jpg,167,69,False,-1
right,,May2008,3746_Sappho II right side_May2008.jpg,1694.jpg,383,235,True,185
right,,17Jan2016,1867_Ishmael right_17Jan2016.jpg,1696.jpg,374,228,True,180
right,,Nov2010,4339_Ysole I rightside_Nov2010.jpg,1700.jpg,296,174,True,135
right,,May2010,2791_Maureen I rightside_May2010.jpg,1701.jpg,313,188,True,144
left,,12Apr2016,5137_Munshi left side_12Apr2016.jpg,1702.jpg,160,63,True,45
right,,Nov2003,4345_Zandra I right_Nov2003.jpg,1704.jpg,505,343,True,278
left,,,1609_Grey leftside.jpg,1705.jpg,150,53,False,-1
left,,Nov2003,429_Augustine I left_Nov2003.jpg,1706.jpg,252,143,True,113
left,,Nov2010,2091_Juno II left_Nov2010.jpg,1707.jpg,244,139,True,110
left,head,Dec2010,4031_Teardrop I lefthead_Dec2010.jpg,1708.jpg,16,62,False,-1
right,,15Jan2015,1945_Jayme I right side_15Jan2015.jpg,1710.jpg,529,363,True,292
right,,4Aug2016,1019_Dana III right head_4Aug2016.jpg,1711.jpg,499,338,True,276
left,,10Aug2016,2408_Leeanne II left head_10Aug2016.jpg,1712.jpg,67,393,True,315
left,head,Feb2011,3045_Morgana I lefthead_Feb2011.jpg,1713.jpg,61,388,True,312
left,,Oct2010,1613_Grover 3 left_Oct2010.jpg,1714.jpg,92,414,False,-1
left,,Dec2009,3012_Mokoko left side_Dec2009.jpg,1716.jpg,89,410,False,-1
left,,Nov2003,2655_Malcolm left_Nov2003.jpg,1717.jpg,116,18,True,13
right,,15Dec2015,1411_Finean right side_15Dec2015.jpg,1718.jpg,391,243,True,193
left,,Nov2010,951_Creusa I leftside_Nov2010.jpg,1720.jpg,215,117,True,91
right,,Jan2011,2353_Latona I right head_Jan2011.jpg,1723.jpg,470,313,False,-1
left,,15Apr2016,1576_Gonya IV left side_15Apr2016.jpg,1724.jpg,63,390,True,314
left,,Sep2010,3637_Ridley left_Sep2010.jpg,1725.jpg,127,30,True,21
right,,14Sep2015,637_Bottom rightside_14Sep2015.jpg,1726.jpg,372,226,True,178
right,,6Mar2015,405_Asterix right side_6Mar2015.jpg,1728.jpg,406,258,True,207
left,,21Jan2015,3809_Sharif left head_21Jan2015.jpg,1729.jpg,88,409,True,328
left,,16June2016,951_Creusa I left side_16June2016.jpg,1730.jpg,215,117,True,91
left,,Jan2007,4031_Teardrop I left_Jan2007.jpg,1731.jpg,16,62,False,-1
right,,Dec2004,2671_Mar I right head_Dec2004.jpg,1732.jpg,288,167,False,-1
right,,May2003,3756_Sasha I right _May2003.jpg,1734.jpg,327,195,True,150
right,,3Feb2015,4339_Ysole I right side_3Feb2015.jpg,1735.jpg,296,174,True,135
left,,Nov2010,1319_Etta III left side_Nov2010.jpg,1737.jpg,0,0,True,0
left,,Jul2009,1100_Dinko left side_Jul2009.jpg,1739.jpg,136,39,True,26
right,,29Feb2016,3061_Morton right side_29Feb2016.jpg,1740.jpg,401,253,True,202
right,,2Feb2015,3012_Mokoko right side_2Feb2015.jpg,1741.jpg,365,218,True,171
right,,Apr2008,568_Bette I right side_Apr2008.jpg,1742.jpg,303,181,False,-1
right,,May2010,3746_Sappho II rightside_May2010.jpg,1743.jpg,383,235,True,185
left,,Oct2004,311_Anise I left_Oct2004.jpg,1744.jpg,199,99,True,74
left,,Oct2006,2681_Maren left side_Oct2006.jpg,1745.jpg,158,61,True,44
left,,Jun2008,2681_Maren left side 2_Jun2008.jpg,1746.jpg,158,61,True,44
right,,12Sep2015,160_Halifa II right head_12Sep2015.jpg,1747.jpg,449,292,True,237
left,,18Dec2014,1017_Dana I left side_18Dec2014.jpg,1748.jpg,14,43,True,29
left,,Nov2010,3746_Sappho II left_Nov2010.jpg,1749.jpg,107,9,False,-1
left,,12Aug2015,3817_Sheena III left side_12Aug2015.jpg,1750.jpg,263,152,True,121
right,,Jan2011,4109_Tibbie I rightside_Jan2011.jpg,1751.jpg,308,185,False,-1
left,,Dec2004,459_Azora I left_Dec2004.jpg,1752.jpg,8,404,False,-1
right,,19Apr2016,379_Ariel IV right head_19Apr2016.jpg,1753.jpg,551,382,True,306
left,,17Nov2016,5901_Walker left head_17Nov2016.jpg,1754.jpg,155,58,True,41
left,,1July2016,3384_Penelope VI left side_1July2016.jpg,1755.jpg,203,105,True,80
left,,27June2016,2675_Maralla II left head_27June2016.jpg,1757.jpg,30,178,True,138
right,,Oct2010,1997_Joel right side_Oct2010.jpg,1758.jpg,377,231,False,-1
left,,Jan2003,1436_Franco left_Jan2003.jpg,1759.jpg,90,412,True,330
left,,May2009,1570_Gonya I left_May2009.jpg,1761.jpg,22,120,True,94
right,,11Aug2015,611_Bogota I right side_11Aug2015.jpg,1762.jpg,547,379,True,304
right,,21Jul2015,567_Beta III right head_21Jul2015.jpg,1764.jpg,544,377,True,302
left,,April 2009,654_Brice left_April 2009.jpg,1766.jpg,112,15,False,-1
left,,Apr2009,4054_Tess II left_Apr2009.jpg,1767.jpg,83,407,True,327
left,,May2003,1248_Emma I left_May2003.jpg,1768.jpg,70,397,True,319
left,,21Jan2013,5259_Qasim left side_21Jan2013.jpg,1769.jpg,133,36,True,24
left,,3Feb2015,1888_Jackie II left side_3Feb2015.jpg,1770.jpg,109,11,True,9
right,,Apr2004,3483_Primrose right 2_Apr2004.jpg,1771.jpg,487,328,True,268
left,,Jan2010,977_Triple Bite left head_Jan2010.jpg,1772.jpg,102,4,True,3
right,,Oct2004,1436_Franco right_Oct2004.jpg,1773.jpg,366,219,True,172
left,,31Aug2015,1396_Fern I left head_31Aug2015.jpg,1774.jpg,241,137,True,108
left,,Nov2010 ,1411_Finean leftside_Nov2010 .jpg,1777.jpg,115,17,True,12
left,,8Feb2016,2122_Kairos I left  side_8Feb2016.jpg,1778.jpg,19,90,False,-1
right,,,3412_Phaedra II right side.jpg,1780.jpg,404,256,True,205
left,,Dec2004,1613_Grover left side_Dec2004.jpg,1781.jpg,92,414,False,-1
left,,20Jul2016,5043_Gula left side_20Jul2016.jpg,1782.jpg,106,8,True,7
left,,Feb2004,2241_Khysie I left 2_Feb2004.jpg,1783.jpg,24,135,False,-1
left,,Jan2011,1536_Gibor leftside_Jan2011.jpg,1784.jpg,144,48,True,33
left,,11Aug2015,459_Azora I left_11Aug2015.jpg,1785.jpg,8,404,False,-1
right,,Oct2004,373_Ariel II right side_Oct2004.jpg,1786.jpg,457,300,True,243
right,,Jan2011,1223_Eli right_Jan2011.jpg,1787.jpg,424,274,True,222
left,,16Nov2016,2559_Lucrece I left head_16Nov2016.jpg,1788.jpg,3,177,True,137
left,,Feb2003,2944_Miles left_Feb2003.jpg,1789.jpg,132,35,False,-1
right,,19Oct2016,5061_Ibrahim right head_19Oct2016.jpg,1790.jpg,395,247,True,196
left,,Oct2010,2408_Leeanne II left_Oct2010.jpg,1791.jpg,67,393,True,315
left,,15Dec2014,637_Bottom left side_15Dec2014.jpg,1792.jpg,96,418,False,-1
right,,Oct2010,3114_Naila I right_Oct2010.jpg,1793.jpg,540,374,False,-1
left,,Feb2003,3470_Pom left_Feb2003.jpg,1794.jpg,97,419,True,335
left,,Aug2008,3470_Pom left head_Aug2008.jpg,1795.jpg,97,419,True,335
left,,15Oct2016,1229_Elma II left_15Oct2016.jpg,1796.jpg,117,19,True,14
left,,25Aug2015,3045_Morgana I left side_25Aug2015.jpg,1798.jpg,61,388,True,312
right,,19Apr2016,6091_Ariel IV(II) right head_19Apr2016.jpg,1799.jpg,481,323,True,265
left,,14Nov2014,2602_Maddy left_14Nov2014.jpg,1801.jpg,168,70,True,51
left,,31Jan2016,3480_Pothole left ear_31Jan2016.jpg,1802.jpg,118,20,True,15
right,,Jul2008,1997_Joel right_Jul2008.jpg,1803.jpg,377,231,False,-1
left,,Jan2011,1990_Jocelyn I left_Jan2011.jpg,1804.jpg,206,107,True,82
left,,2014,1909_Jamila III left side_2014.jpg,1805.jpg,124,27,False,-1
left,,Nov2008,4155_Tudor left side_Nov2008.jpg,1806.jpg,163,66,True,48
left,,Dec2010,3470_Pom leftside_Dec2010.jpg,1807.jpg,97,419,True,335
right,,12Aug2015,4115_Tyrone right side_12Aug2015.jpg,1808.jpg,419,269,False,-1
left,,Jan2011,2241_Khysie I leftside_Jan2011.jpg,1809.jpg,24,135,False,-1
left,,1Mar2015,1233_Elodie I left side_1Mar2015.jpg,1810.jpg,5,339,False,-1
left,,12Aug2016,2122_Kairos I left side_12Aug2016.jpg,1811.jpg,19,90,False,-1
left,,30Jan2015,3747_Sappho III left side_30Jan2015.jpg,1812.jpg,11,12,True,10
left,,Oct2010,3346_Pansey I left_Oct2010.jpg,1813.jpg,218,119,True,93
right,,Dec2004,2791_MaureenI right side_Dec2004.jpg,1815.jpg,313,188,True,144
right,,22Mar2015,2681_Maren right side_22Mar2015.jpg,1817.jpg,434,279,False,-1
right,,Nov2010,1396_Fern I rightside_Nov2010.jpg,1818.jpg,517,352,True,282
right,,Nov2010,3414_Phaedra IV right_Nov2010.jpg,1819.jpg,549,380,True,305
right,,Nov2006,654_Brice right side_Nov2006.jpg,1820.jpg,388,240,True,190
right,,Jan2011,5160_Perrin rightside_Jan2011.jpg,1821.jpg,425,275,True,223
right,,12Jan2016,1732_Hedia I right side_12Jan2016.jpg,1824.jpg,545,378,True,303
right,,Apr2003,2655_Malcolm right_Apr2003.jpg,1825.jpg,392,244,True,194
right,,Nov2003,1469_Gabin right_Nov2003.jpg,1826.jpg,417,268,True,217
right,,2Jan2015,2281_Koffi right side_2Jan2015.jpg,1827.jpg,367,220,True,173
right,,28Jul2015,2577_Luk right_28Jul2015.jpg,1828.jpg,440,284,False,-1
right,,15Jan2016,2438_Leonarda I right side_15Jan2016.jpg,1830.jpg,492,333,True,272
left,,24Oct2016,2350_Larina I left side_24Oct2016.jpg,1831.jpg,26,150,True,120
right,,Jul2009,2681_Maren right side_Jul2009.jpg,1832.jpg,434,279,False,-1
left,,May2010,1319_Etta III left ear_May2010.jpg,1833.jpg,0,0,True,0
left,,Sep2009,2602_Maddy I left head_Sep2009.jpg,1834.jpg,168,70,True,51
left,,Dec2010,3766_Sasha IV left_Dec2010.jpg,1835.jpg,120,23,False,-1
right,,Sep2004,619_Bona I right_Sep2004.jpg,1836.jpg,531,366,False,-1
left,,4Feb2016,2675_Maralla II left side_4Feb2016.jpg,1837.jpg,30,178,True,138
left,,12Oct2016,3898_STE I left side_12Oct2016.jpg,1839.jpg,200,102,True,77
right,,Jul2009,1411_Finean right_Jul2009.jpg,1840.jpg,391,243,True,193
left,,23Oct2015,2602_Maddy I left side_23Oct2015.jpg,1841.jpg,168,70,True,51
left,,Apr2009,1576_Gonya IV left head_Apr2009.jpg,1842.jpg,63,390,True,314
left,,18Apr2016,5901_Walker left head_18Apr2016.jpg,1843.jpg,155,58,True,41
right,,16Jul2015,3809_Sharif right_16Jul2015.jpg,1844.jpg,364,217,True,170
left,,29Jan2015,2246_Kimball left side_29Jan2015.jpg,1845.jpg,156,59,True,42
right,,12Oct2016,2353_Latona I right head_12Oct2016.jpg,1846.jpg,470,313,False,-1
left,,May2010,2681_Maren leftside_May2010.jpg,1847.jpg,158,61,True,44
right,,Jan2011,5160_Perrin right_Jan2011.jpg,1848.jpg,425,275,True,223
left,,25Feb2016,5061_Ibrahim left side_25Feb2016.jpg,1849.jpg,119,21,True,16
left,,3Apr2016,4048_Terra II left side_3Apr2016.jpg,1850.jpg,162,65,True,47
left,,Aug2006,1799_Hulweh left side_Aug2006.jpg,1851.jpg,6,386,True,310
left,,18Aug2015,1365_Fadoul left side_18Aug2015.jpg,1852.jpg,165,68,True,50
right,,Nov2010,736_Carissa I right_Nov2010.jpg,1853.jpg,453,297,True,241
right,,23Jan2015,264_Anemone I right head_23Jan2015.jpg,1854.jpg,480,322,True,264
left,,1Nov2015,2602_Maddy I left side_1Nov2015.jpg,1856.jpg,168,70,True,51
right,,19Jul2015,1183_Sirana I right side_19Jul2015.jpg,1858.jpg,291,171,True,134
left,,Jan2004,3470_Pom left 2_Jan2004.jpg,1860.jpg,97,419,True,335
left,,14Sep2015,1319_Etta III left head_14Sep2015.jpg,1861.jpg,0,0,True,0
right,,May2004,2991_Miss L right_May2004.jpg,1862.jpg,463,306,True,249
left,,Apr2003,2036_Juanita I left 3_Apr2003.jpg,1863.jpg,49,330,True,270
right,,Feb2011,1211_Corrado rightside_Feb2011.jpg,1864.jpg,402,254,True,203
left,,Oct2005,1890_Jackson left_Oct2005.jpg,1865.jpg,114,16,True,11
